tmk,island,n_cesspools,bedroom_sum,effluent_sum,nitrogen_sum,phosphorus_sum,area_sqm,rainfall_mm,elevation_m,watertable_m,depth_to_water_m,dist_to_coast_m,dist_to_stream_m,dist_to_mun_well_m,dist_to_dom_well_m,in_sma
211004039,MAU,1,3.0,315.0,0.1037388,0.0226556,6633.88614677,141.24317932128906,48.215065002441406,,,693.7785852367804,323.52920441416353,257.4251627554139,5639.183838144654,1
211005003,MAU,1,0.0,900.0,0.29639769,0.06473053,6613.04358079,142.2505340576172,15.859090805053711,,,212.6827116684404,227.25988445323188,798.4341377734321,5060.256077346556,1
211005004,MAU,1,4.0,420.0,0.1383213,0.0302081,6623.13616012,142.2505340576172,17.123159408569336,,,254.3478272667183,259.78898786243667,755.4810947579609,5102.866703019724,1
211005006,MAU,1,1.0,105.0,0.0345825,0.0075525,6641.7455617,145.9449462890625,19.54839515686035,,,338.06166376439137,331.9145447607682,669.950593760515,5187.713793263933,1
211005007,MAU,1,3.0,315.0,0.1037388,0.0226556,6686.04914583,145.9449462890625,20.9864444732666,,,380.0435726022394,370.1554629086534,627.426437267529,5229.924602939635,1
211005009,MAU,2,8.0,840.0,0.2766426,0.0604162,6785.95570216,137.68536376953125,24.07480812072754,,,450.98222409760825,432.7124077042629,536.5903883884201,5320.270516871413,1
211005010,MAU,1,2.0,210.0,0.0691563,0.0151031,6854.05162063,137.68536376953125,26.064348220825195,,,471.29394899033275,399.1613695683967,493.82537682860453,5362.872373168,1
211005011,MAU,1,3.0,315.0,0.1037388,0.0226556,6785.7076516,137.68536376953125,29.026660919189453,,,493.9183079216286,365.69055073178043,451.29331393205825,5405.3037926919915,1
211005015,MAU,1,3.0,315.0,0.1037388,0.0226556,6864.69864548,145.9449462890625,17.60323143005371,,,304.11310358193344,208.81672555327964,751.1421196070296,5129.222206509545,1
211005016,MAU,1,3.0,315.0,0.1037388,0.0226556,9842.17067562,145.9449462890625,18.304765701293945,,,392.66265391794775,201.49280483484665,736.4262543864457,5182.619138026977,1
211005043,MAU,1,3.0,315.0,0.1037388,0.0226556,5666.51775803,157.93099975585938,18.996131896972656,,,568.3400396550949,204.83631803876685,723.2907400977044,5297.691930367235,1
211005047,MAU,1,2.0,210.0,0.0691563,0.0151031,22593.092911,149.66162109375,31.37686538696289,,,658.1892723315563,456.7869459745798,458.6697234748425,5478.89226448964,1
211005050,MAU,1,2.0,210.0,0.0691563,0.0151031,7055.34467722,145.9449462890625,22.736488342285156,,,438.86765596206317,332.8489415808532,619.5729026539494,5267.793516855351,1
211005056,MAU,1,3.0,315.0,0.1037388,0.0226556,1748.97773323,154.14109802246094,16.53987693786621,,,303.75116803773204,172.4475400661324,787.2074236002422,5107.766726831061,1
211005058,MAU,1,3.0,315.0,0.1037388,0.0226556,901.975608167,145.9449462890625,18.841276168823242,,,324.07761983598857,241.575104676211,720.2040658985974,5155.565496138383,1
211006002,MAU,1,2.0,210.0,0.0691563,0.0151031,5456.01594044,150.2941436767578,3.7972984313964844,,,23.48591739244325,49.798134114557165,1043.0658552576083,4823.370590183227,1
211006003,MAU,1,2.0,210.0,0.0691563,0.0151031,2780.39023523,150.2941436767578,12.542234420776367,,,75.96457739673258,67.28995270219389,970.3095382296301,4896.510687717788,1
211006005,MAU,1,3.0,315.0,0.1037388,0.0226556,3043.05497639,150.2941436767578,13.506495475769043,,,120.69719370882632,100.27233629319835,916.9750814580617,4950.036629517042,1
211006008,MAU,1,3.0,315.0,0.1037388,0.0226556,5511.63867842,154.14109802246094,13.183696746826172,,,229.35166838587435,72.56916065986069,886.2592163244743,5009.015719121536,1
211006009,MAU,2,10.0,1050.0,0.3457902,0.0755174,8287.20414388,154.14109802246094,13.823887825012207,,,286.57363898353066,91.63681350089973,877.2922689077278,5039.072854018817,1
211006011,MAU,1,3.0,315.0,0.1037388,0.0226556,7470.47376724,154.14109802246094,14.38882064819336,,,345.1022590333671,90.07586749635773,854.0595485345617,5082.865257011406,1
211007005,MAU,2,10.0,1050.0,0.3457902,0.0755174,6850.95151019,128.8347625732422,60.64467239379883,,,614.2798451181817,58.99748564211886,783.5226131310084,6636.400892739166,1
211007020,MAU,2,8.0,840.0,0.2766426,0.0604162,243932.451629,110.69683837890625,58.32831573486328,,,315.33946293410185,297.1756830747367,800.6638195058084,6516.928685038879,1
211008021,MAU,1,5.0,525.0,0.1728951,0.0377587,3830.67424538,129.3370361328125,69.89617156982422,,,831.3407334911691,41.98963351812954,169.07474090036453,6024.788057272305,1
212002002,MAU,1,1.0,105.0,0.0345825,0.0075525,31716.3532668,170.75341796875,187.22601318359375,,,1452.9988277480104,315.196790259822,1936.8155390994673,397.36127976507595,1
212002007,MAU,2,4.0,420.0,0.1383126,0.0302062,66898.8953757,156.1451873779297,140.06979370117188,,,887.8259491702124,184.58386697010002,2259.840746936469,691.3273691561458,1
212002011,MAU,1,1.0,105.0,0.0345825,0.0075525,156853.855468,146.64987182617188,94.0947494506836,,,592.6426178697833,204.06027601774747,2582.99060863701,1035.0339917763258,1
212002015,MAU,1,0.0,900.0,0.29639769,0.06473053,4458.73950862,130.4688720703125,41.074893951416016,,,281.4463151574078,183.76486733485973,2907.835692865489,1384.9146976077789,1
212002016,MAU,2,10.0,1050.0,0.3457902,0.0755174,37373.5356313,134.08241271972656,55.53715515136719,,,420.1273373131648,303.7259204363783,2805.8533740040652,1253.4983811309746,1
212002017,MAU,1,3.0,315.0,0.1037388,0.0226556,7375.10242679,134.08241271972656,65.72110748291016,,,538.0646559325121,453.139850220529,2792.2681768126045,1210.4397914762997,1
212002019,MAU,1,2.0,210.0,0.0691563,0.0151031,8434.67773614,130.4688720703125,28.23979377746582,,,186.61108622823966,58.08673862684742,2981.5083169471627,1494.9330671024052,1
212002021,MAU,1,0.0,900.0,0.29639769,0.06473053,29170.9215288,123.56649780273438,15.558815002441406,,,46.02193975401317,174.10828684376807,3154.272529101839,1648.5555619017853,1
212002022,MAU,1,2.0,210.0,0.0691563,0.0151031,950.781603715,126.56094360351562,34.33363723754883,,,198.17229786999206,216.09607612964513,2993.4728550777822,1465.3906489523213,1
212002023,MAU,1,0.0,600.0,0.1976031,0.0431547,7662.7257197,126.56094360351562,38.92368698120117,,,287.80242083043476,287.89197232645193,2931.2291086266964,1385.4051784974495,1
212002033,MAU,1,4.0,420.0,0.1383213,0.0302081,32095.8469219,156.07028198242188,143.3900604248047,,,1104.2240667724907,192.14448983933485,2332.152678883668,762.2929485888138,1
212002036,MAU,1,0.0,900.0,0.29639769,0.06473053,36139.9701129,180.48216247558594,203.91189575195312,,,1555.1142985893068,297.40144868812183,1813.3599630482995,326.4213007531807,1
212002037,MAU,1,2.0,210.0,0.0691563,0.0151031,3602.47883153,130.4688720703125,30.770458221435547,,,166.77329627970178,200.0024031637015,3021.7107103854687,1499.4745325897832,1
212002038,MAU,1,1.0,105.0,0.0345825,0.0075525,3526.53835126,130.4688720703125,30.647674560546875,,,176.44547688635782,153.01875263480966,3010.5206819079435,1499.304408681468,1
212002041,MAU,1,0.0,900.0,0.29639769,0.06473053,12362.6478613,151.46502685546875,130.4505615234375,,,1024.6070626510825,394.5951944606978,2314.6131087486165,717.6195529632369,1
212002043,MAU,1,1.0,105.0,0.0345825,0.0075525,12910.8771778,146.87796020507812,127.75753784179688,,,987.6697613321621,427.6084007435986,2416.0619743324114,818.6016956555011,1
212002045,MAU,3,12.0,1260.0,0.41496390000000005,0.0906243,37765.7223442,142.3133087158203,118.79861450195312,,,810.0995998479389,122.93744549397194,2638.5083948957354,1067.020110246234,1
212003003,MAU,2,10.0,1050.0,0.3457902,0.0755174,11568.1333782,199.13424682617188,270.5814514160156,,,1884.9410754792464,144.1940315101264,2846.2095580463183,2425.225314255043,1
212003005,MAU,6,108.0,11340.0,3.7346099999999995,0.815604,746687.187362,143.01783752441406,112.92161560058594,,,537.9164550248915,73.34737796754317,4137.456845038628,2323.0152127182955,1
212003006,MAU,1,0.0,900.0,0.29639769,0.06473053,1117833.92326,145.33053588867188,129.3645782470703,,,707.0350372043026,52.437865327696244,4013.2955723897176,3063.2443651272956,1
212003007,MAU,1,3.0,315.0,0.1037388,0.0226556,35844.5253828,190.7122802734375,254.00674438476562,,,1693.3415809112148,199.87966022437973,2958.417159930621,2433.2308047761962,1
212003017,MAU,1,1.0,105.0,0.0345825,0.0075525,47825.3114147,199.39381408691406,255.7371063232422,,,2059.340569400597,77.33694183326811,1382.2789039142936,587.4797170917254,1
212003018,MAU,1,0.0,900.0,0.29639769,0.06473053,31900.2728508,189.7746124267578,227.4153289794922,,,1552.6468051019856,15.331897717210985,1472.1750201132788,127.65257301924908,1
212003022,MAU,4,28.0,2940.0,0.9682404,0.2114548,305482.632797,122.98815155029297,23.7813663482666,,,237.81016300656466,475.68691392419504,3272.5767980303854,1686.1873079180032,1
212003026,MAU,1,2.0,210.0,0.0691563,0.0151031,13253.9091116,201.24014282226562,266.9295654296875,,,1981.4702633216236,101.0359478997513,2424.136184479728,1891.3187182414943,1
212003031,MAU,1,3.0,315.0,0.1037388,0.0226556,13055.3916321,207.231201171875,280.921875,,,1968.1587638290466,54.55732012761474,2990.719339359441,2649.2653299712015,1
212003032,MAU,1,1.0,105.0,0.0345825,0.0075525,25625.7354218,183.11581420898438,233.61956787109375,,,1443.1621830688002,53.0115264740339,3667.726087706639,3100.004405854489,1
212003033,MAU,1,2.0,210.0,0.0691563,0.0151031,20305.9578304,188.53622436523438,241.81741333007812,,,1628.1967631406474,174.31679686665905,3434.9609449777718,2957.7681172219786,1
212003041,MAU,1,1.0,105.0,0.0345825,0.0075525,208635.240998,184.64662170410156,229.91551208496094,,,1650.6492041511597,188.9666209190074,2105.43955913471,1103.251811956639,1
212003042,MAU,1,2.0,210.0,0.0691563,0.0151031,1098.6734486,188.53622436523438,243.0303955078125,,,1610.9310449745078,200.63243322408047,3412.5274259279104,2919.078977886245,1
212003044,MAU,1,5.0,525.0,0.1728951,0.0377587,1030.09988691,193.87301635742188,254.13772583007812,,,1736.2545254534357,12.775656366775756,3083.6845472360083,2615.969409126863,1
212003049,MAU,2,20.0,2100.0,0.6915978,0.1510386,280885.321378,121.8132095336914,58.7508544921875,,,103.58350350830224,183.56403895281892,3612.8890908535077,2226.632237236549,1
212003055,MAU,1,2.0,210.0,0.0691563,0.0151031,5081.33905927,196.02052307128906,269.70306396484375,,,1942.8267818525264,19.767237860239447,2528.857313183891,2026.7992822141073,0
213002001,MAU,1,0.0,900.0,0.29639769,0.06473053,624026.423953,97.1417465209961,13.483667373657227,,,436.36455089956235,285.27470351483197,2444.8063318233085,1125.79033496307,1
213002004,MAU,1,0.0,300.0,0.09879894,0.02157678,197102.199364,96.3157730102539,9.959118843078613,,,201.7491094327815,224.54345570220912,2940.607778146622,1307.3328583116229,1
213002005,MAU,2,8.0,840.0,0.2766426,0.0604162,675906.211354,127.2803726196289,84.4644546508789,,,1051.1171850979479,42.917360541160605,2384.4811500106653,529.2311502363262,1
213002009,MAU,1,2.0,210.0,0.0691563,0.0151031,431004.413623,189.9641876220703,302.02978515625,,,2060.3600402574543,336.6886495799738,3058.020275092914,1691.700373122989,1
213002011,MAU,1,1.0,105.0,0.0345825,0.0075525,41094.0143288,144.9632568359375,144.31736755371094,,,1244.5417161812454,446.47096103749516,3026.2296114891565,1271.1787742418633,1
213002014,MAU,1,1.0,105.0,0.0345825,0.0075525,39626.6098749,120.73953247070312,19.033775329589844,,,287.2385804733783,147.14827925875335,3691.8136127837424,1836.4345955431234,1
213002015,MAU,1,0.0,900.0,0.29639769,0.06473053,4589.09209284,127.44293975830078,39.807010650634766,,,488.61466862462817,94.22112587309537,3625.45975352637,1777.1103354737274,1
213002017,MAU,1,3.0,315.0,0.1037388,0.0226556,58212.7509551,120.73953247070312,17.241783142089844,,,262.66476234422856,11.004841559695661,3848.8676612145605,1994.7865680572052,1
213002025,MAU,1,1.0,105.0,0.0345825,0.0075525,2165.80747485,163.17642211914062,172.86636352539062,,,1235.298437836382,54.9611498361821,3613.1574070217803,1914.763607169862,1
213002034,MAU,1,1.0,105.0,0.0345825,0.0075525,27561.0783328,147.06869506835938,131.417236328125,,,1165.4006968454028,344.570113947232,2745.6804762873826,950.3065203960257,1
213002035,MAU,1,1.0,105.0,0.0345825,0.0075525,69915.4991868,133.05599975585938,95.49811553955078,,,917.0431986416387,324.9635820193856,2764.562465428803,916.5597979018404,1
213002044,MAU,1,2.0,210.0,0.0691563,0.0151031,9439.61193249,127.44293975830078,26.134695053100586,,,374.7239068611824,39.84636878902489,3780.478428644831,1929.7178223310877,1
213003020,MAU,1,1.0,105.0,0.0345825,0.0075525,106732.305086,101.94300079345703,29.352296829223633,,,1052.4666436019493,354.6692576211162,1792.6291670219464,711.3353217802445,1
213003047,MAU,1,3.0,315.0,0.1037388,0.0226556,48817.8953505,123.70146179199219,89.26712036132812,,,1768.4843488040472,361.35112113762267,1261.6393646137822,163.19475724839583,1
213004002,MAU,1,3.0,315.0,0.1037388,0.0226556,2938.34658621,71.2266845703125,41.38823318481445,,,1196.2610136508656,63.01012189478017,621.8650941922142,4442.365442274475,0
213004006,MAU,1,0.0,600.0,0.1976031,0.0431547,78452.342362,75.84625244140625,54.68952178955078,,,1313.7111672109438,561.4803550776782,459.20423517279414,3878.098407802902,0
213005010,MAU,1,0.0,900.0,0.29639769,0.06473053,60299.106965,77.02996826171875,19.263919830322266,,,283.78449171280846,2145.0340968406913,1392.6355554984068,3097.0661177377583,1
213005012,MAU,1,1.0,105.0,0.0345825,0.0075525,18897.429651,77.4987564086914,41.43894958496094,,,581.697120566093,1802.4654623908307,1020.2101674367868,3123.7714755558204,1
213005014,MAU,1,3.0,315.0,0.1037388,0.0226556,2462.70362113,80.721435546875,53.314453125,,,783.2225732468745,1788.473994825172,977.897401453528,2855.124730195123,1
213005015,MAU,1,3.0,315.0,0.1037388,0.0226556,2489.92293467,79.8571548461914,55.3409309387207,,,782.5818476335392,1823.2014955887662,1013.4958028911836,2796.9782654250666,1
213005016,MAU,1,0.0,600.0,0.1976031,0.0431547,8129.7033295,79.13701629638672,35.8011360168457,,,472.00243103223556,2136.465832606436,1326.1280426924673,2820.482166324672,1
213005019,MAU,1,1.0,105.0,0.0345825,0.0075525,4065.88115792,82.50410461425781,47.73029708862305,,,712.3527091656516,2011.6221019866018,1205.3660534847727,2650.7909290290886,1
213005020,MAU,1,0.0,900.0,0.29639769,0.06473053,3893.56364818,82.50410461425781,54.193878173828125,,,807.1140451072724,1949.6450057711513,1148.4083319731137,2607.4630400525693,1
213005022,MAU,1,6.0,630.0,0.2074776,0.0453112,2446.3355914,82.50410461425781,56.36850357055664,,,844.7273140880826,1995.8980910558719,1201.5723212748633,2518.928841555669,1
213005024,MAU,1,1.0,105.0,0.0345825,0.0075525,8109.18997757,82.50410461425781,51.13499069213867,,,749.5653810197273,2046.154773843815,1244.395334470672,2572.361494163784,1
213005025,MAU,1,3.0,315.0,0.1037388,0.0226556,2029.87164279,82.50410461425781,47.85289001464844,,,680.5939428406521,2073.6619565394776,1267.6527891282074,2624.0606659527257,1
213005027,MAU,1,0.0,900.0,0.29639769,0.06473053,11557.7895743,79.13701629638672,39.67409133911133,,,527.105923931054,2163.7220770795257,1353.4819764319755,2719.1168995527105,1
213005032,MAU,1,1.0,105.0,0.0345825,0.0075525,3046.4602179,76.64720916748047,22.70562171936035,,,254.67711296125142,2353.287323832511,1545.056152584058,2885.2486595361647,1
213005033,MAU,1,3.0,315.0,0.1037388,0.0226556,73102.3313018,78.51818084716797,31.72942352294922,,,400.01488878063725,2325.0677864621325,1517.204507695063,2722.606284379957,1
213006009,MAU,5,80.0,8400.0,2.76637902,0.60415174,275966.982522,71.68913269042969,5.052638053894043,,,110.46105877198794,1774.0315781745537,1454.7315974918413,3842.4858593478334,1
213006013,MAU,2,10.0,1050.0,0.3457902,0.0755174,11779.1737002,71.2266845703125,32.045753479003906,,,1066.027244819213,138.8683470194513,782.6332701424551,4532.247241447286,1
213007002,MAU,1,2.0,210.0,0.0691563,0.0151031,414.934854644,64.7071533203125,9.978833198547363,,,31.76961884389639,98.50946402899284,1575.4944923915032,3918.3048096711414,1
213007006,MAU,1,1.0,105.0,0.0345825,0.0075525,1913.84945101,63.45086669921875,11.765486717224121,,,63.18078870875963,265.8899923987365,1687.965472254758,4031.4788009195327,1
213007010,MAU,2,4.0,420.0,0.1383126,0.0302062,9614.73543839,63.30030822753906,11.887266159057617,,,51.944803686122015,499.2782838471284,1910.684252480172,4132.543982670168,1
213007015,MAU,1,0.0,900.0,0.29639769,0.06473053,9625.04500324,63.30030822753906,7.9072980880737305,,,89.15310532630939,525.6828345054035,1789.497844140604,4293.958011787458,1
213007017,MAU,1,2.0,210.0,0.0691563,0.0151031,8942.125721,63.30030822753906,11.878667831420898,,,71.34233295687739,569.0114055231656,1917.3213450428282,4239.746211557754,1
213007018,MAU,1,2.0,210.0,0.0691563,0.0151031,11349.1765233,63.148929595947266,5.3174729347229,,,86.86112156705244,547.0294148786761,1747.7403860228926,4347.653821089859,1
213007020,MAU,2,8.0,840.0,0.2766426,0.0604162,13919.1439381,64.7071533203125,7.913702487945557,,,164.91274851915077,222.99641323141492,1535.4912207278626,4082.1571931715657,1
213007022,MAU,1,2.0,210.0,0.0691563,0.0151031,3336.95749382,64.7071533203125,11.115896224975586,,,57.39203310430164,209.71954259772158,1631.6643388967548,4010.2438367535938,1
213007023,MAU,1,1.0,105.0,0.0345825,0.0075525,18715.1104692,63.30030822753906,8.975330352783203,,,180.25650419973985,433.1375736514464,1742.644103630348,4208.2280893670295,1
213008002,MAU,2,10.0,1050.0,0.3457902,0.0755174,4022.71353734,73.15831756591797,52.82724380493164,,,1253.246806078874,396.35642272016474,673.2259483273482,4102.4666335615875,0
213008003,MAU,1,3.0,315.0,0.1037388,0.0226556,2907.4719903,73.15831756591797,52.8292121887207,,,1243.2619976899257,433.86620710399694,642.9500792915859,4064.979384826731,0
213008004,MAU,1,4.0,420.0,0.1383213,0.0302081,3919.71697958,73.15831756591797,50.88299560546875,,,1211.4548092843002,475.0060883687043,636.1061709348567,4043.140971596915,0
213008005,MAU,1,3.0,315.0,0.1037388,0.0226556,3875.24551427,75.25821685791016,49.696441650390625,,,1191.3556662800786,514.1332112986498,621.2618709878359,4014.4266508279748,0
213008006,MAU,1,4.0,420.0,0.1383213,0.0302081,3839.09174166,75.25821685791016,47.88279724121094,,,1172.5247141513437,552.9951227617807,608.471685545876,3985.946025371959,0
213008007,MAU,1,1.0,105.0,0.0345825,0.0075525,3954.11862833,75.25821685791016,46.65850067138672,,,1155.0247288476783,592.0899147010699,597.4149113292277,3957.1267254882696,0
213008008,MAU,3,15.0,1575.0,0.5186853,0.11327609999999999,3840.57326599,75.25821685791016,46.11650085449219,,,1138.5265680647583,631.1648531403318,588.839438326382,3928.561127863763,0
213008009,MAU,1,2.0,210.0,0.0691563,0.0151031,3959.39045009,75.25821685791016,46.47269821166992,,,1122.0861380315007,670.2757893624356,583.0627951179953,3900.3743786691207,0
213008010,MAU,1,8.0,840.0,0.2766426,0.0604162,3942.88967347,75.25821685791016,46.09066390991211,,,1105.7917854334005,709.9659878634234,579.807965225161,3871.9370214435853,0
213008011,MAU,2,8.0,840.0,0.2766426,0.0604162,3742.78552591,74.72944641113281,45.24977493286133,,,1086.6055772097006,762.3477535556054,579.1214864569122,3834.31321790605,0
213008013,MAU,1,3.0,315.0,0.1037388,0.0226556,1723.99006173,74.72944641113281,43.076908111572266,,,1045.8299576265727,836.3520439720972,604.4093412714503,3795.80884826065,0
213008014,MAU,2,8.0,840.0,0.2766426,0.0604162,3885.13134004,74.72944641113281,44.57948303222656,,,1067.984977240408,870.0183176913572,576.9212498789133,3747.524233209563,0
213008015,MAU,1,3.0,315.0,0.1037388,0.0226556,3886.65569443,74.72944641113281,44.87221908569336,,,1065.5776803367767,905.7152648806391,568.246241553748,3718.062385325103,0
213008016,MAU,1,3.0,315.0,0.1037388,0.0226556,3780.93232795,74.72944641113281,45.203731536865234,,,1065.5801172325405,941.4715446180609,560.3909607382535,3687.689066182649,0
213008017,MAU,1,0.0,900.0,0.29639769,0.06473053,8514.89876969,74.72944641113281,35.86564636230469,,,923.3128908529457,981.3936549701579,700.9224221462897,3770.6520431004924,1
213008019,MAU,2,8.0,840.0,0.2766426,0.0604162,4298.21219697,74.72944641113281,35.41289520263672,,,924.2752410270565,920.9098277396515,713.3470966039689,3823.31281730417,1
213008020,MAU,1,3.0,315.0,0.1037388,0.0226556,2365.20369842,72.32852935791016,34.63572311401367,,,909.8039386762126,888.3165377518874,740.0475299689195,3867.9243207420304,1
213008021,MAU,1,3.0,315.0,0.1037388,0.0226556,2325.73478089,74.72944641113281,37.79037857055664,,,961.9586435967942,833.2894941840547,694.7223740913553,3873.0946395775195,1
213008022,MAU,1,2.0,210.0,0.0691563,0.0151031,2168.81466336,72.32852935791016,39.23272705078125,,,975.5504048872069,792.4463701829698,692.3599535354293,3902.728508313003,1
213008023,MAU,2,8.0,840.0,0.2766426,0.0604162,2030.79024228,72.6961669921875,40.42512893676758,,,1004.3749233976492,730.8380776138364,686.9808852764434,3942.4176762125467,1
213008024,MAU,2,6.0,630.0,0.2074776,0.0453112,2063.22886359,72.6961669921875,38.50027084350586,,,974.72843743463,704.6077318107742,738.9135193662725,4004.3636760629884,1
213008025,MAU,1,4.0,420.0,0.1383213,0.0302081,2016.72362231,72.6961669921875,41.74696350097656,,,1034.9894622713027,655.8487232882104,695.4391524722101,3997.736755473096,1
213008026,MAU,2,4.0,420.0,0.1383126,0.0302062,2021.71347705,72.6961669921875,43.204349517822266,,,1055.5728862026594,615.4797188658936,700.143014615348,4025.1781334696843,1
213008027,MAU,1,0.0,600.0,0.1976031,0.0431547,2006.53296064,72.6961669921875,44.25989532470703,,,1074.6371843621125,577.0823597830605,708.9716623347979,4053.346644381855,1
213008029,MAU,1,3.0,315.0,0.1037388,0.0226556,4016.4165468,72.6961669921875,45.8656005859375,,,1094.6743464923807,507.92320573335064,756.2581478867,4127.333715464985,1
213008030,MAU,2,8.0,840.0,0.2766426,0.0604162,3881.63675914,73.15831756591797,46.78352737426758,,,1114.026887379202,471.1156713780233,770.3348300810413,4155.585914160817,1
213008031,MAU,2,8.0,840.0,0.2766426,0.0604162,1067.36606067,73.15831756591797,51.41030502319336,,,1201.6076864698887,442.5989222956547,683.1666699917979,4093.6134635195012,0
213008032,MAU,1,3.0,315.0,0.1037388,0.0226556,1980.14614497,74.72944641113281,37.072818756103516,,,953.3823296121299,870.6977557905041,696.4795547984688,3843.8616630545826,1
213008036,MAU,1,3.0,315.0,0.1037388,0.0226556,2089.24496271,72.32852935791016,38.29766845703125,,,956.7565642802041,741.5135295586451,739.4033722392467,3980.131958390268,1
213008038,MAU,2,10.0,1050.0,0.3457902,0.0755174,1977.10282902,72.6961669921875,43.68964385986328,,,1052.4439092171594,554.0581174084787,766.068815569496,4114.199255762221,1
213008039,MAU,1,3.0,315.0,0.1037388,0.0226556,2070.22956754,72.6961669921875,41.117881774902344,,,1010.133799169299,628.1745564124402,750.9523275242989,4061.4791859499637,1
213008040,MAU,1,1.0,105.0,0.0345825,0.0075525,2076.34907606,72.6961669921875,39.05039978027344,,,993.5638564296972,664.2062810382191,743.1348757021375,4033.430582692343,1
213008041,MAU,1,3.0,315.0,0.1037388,0.0226556,2100.03750662,72.32852935791016,35.65001678466797,,,912.9739037106511,845.8568913002048,745.7480260392966,3908.1973563913325,1
213008042,MAU,1,1.0,105.0,0.0345825,0.0075525,2222.50949582,74.72944641113281,45.773006439208984,,,1091.7388743260458,833.2629950292555,557.2742539735415,3762.776651417525,0
