island,tmk,osds_qty,bedroom_qty,building_fp_qty,parcel_area_sqft,building_fp_total_area_sqft,net_parcel_area_sqft,dist_to_sma_ft,dist_to_coast_ft,dist_to_streams_ft,dist_to_dom_well_ft,dist_to_mun_well_ft,ksat_h,ksat_l,ksat_r,avg_rainfall_in,land_surface_elev_ft,wt_elev_ft,depth_to_wt_ft,slope_pct,lot_size_req,depth_to_wt_suitability,sma_constraints,climate_suitability,slope_req,in_flood_zone,in_sma,coast_within_100_ft,analysis_point_source
Maui,211003089,1,3,,20909.272123089253,,,0.0,460.7310372048928,1970.6498859796238,25797.15703863582,6698.329398377395,42.0,14.0,28.0,108.60228729248047,12.332415725078583,,,1.6209001541137695,"Between 10,000 and 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,1,1,0,parcel_centroid
Maui,211003090,1,0,1,19831.12265222796,3464.1080305729397,16367.014621655022,0.0,399.724784111828,1855.4264774400358,25501.184550075563,6448.894308188994,42.0,14.0,28.0,106.08059692382812,10.46119902387619,,,1.6245920658111572,"Between 10,000 and 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,1,1,0,building_fp_largest_centroid
Maui,211003091,1,0,1,44024.16133373225,2642.7175651140187,41381.44376861823,0.0,422.60313951580224,1716.161820810273,25396.22653240912,6327.939563958097,20.076666666666668,6.546666666666667,13.333333333333334,106.08059692382812,11.977795454778672,,,0.8531654477119446,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,1,1,0,building_fp_largest_centroid
Maui,211004002,1,4,1,62608.0519885279,1086.4068758695719,61521.64511265833,0.0,1861.5072853052534,976.3354728841833,18214.822333228058,1019.9299330486798,20.076666666666668,6.546666666666667,13.333333333333334,132.51461791992188,151.91878406936647,,,12.262077331542969,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,211004004,1,0,5,176726.98882558377,11890.885423447893,164836.1034021359,0.0,1875.0264349313716,782.4281736227596,18438.256807876925,791.0701107569178,16.820000000000004,2.02,9.266666666666667,136.16575622558594,169.84799946105957,,,6.479935169219971,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211004035,1,2,1,72468.01659172194,3093.7180335516823,69374.29855817027,0.0,2226.941374387795,873.3837005219065,18666.27468434105,651.0340134183767,16.820000000000004,2.02,9.266666666666667,136.16575622558594,169.88449440063476,,,10.102659225463867,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,211004039,1,3,1,71406.56076849956,1264.3629267261683,70142.19784177339,0.0,2112.978524438752,937.6043153193871,18495.414076757177,785.1572338747227,16.820000000000004,2.02,9.266666666666667,136.16575622558594,169.3002749975586,,,5.9860148429870605,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005003,1,0,3,71182.21324110523,3588.6725277709425,67593.54071333428,0.0,712.2787995241866,707.0640695707318,16625.943071220627,2614.859187988285,16.820000000000004,2.02,9.266666666666667,145.2181396484375,53.324500861663815,,,2.7324435710906982,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005004,1,4,1,71290.84886777517,2789.1540380465003,68501.69482972867,0.0,869.0438503091407,806.155933715545,16781.911238918292,2461.653112252143,16.820000000000004,2.02,9.266666666666667,145.2181396484375,57.46727098548889,,,3.380007028579712,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005006,1,1,2,71491.15881217839,2986.5110610040233,68504.64775117436,0.0,1179.7129512345498,1025.686567074268,17088.07432272096,2166.9151204706923,16.820000000000004,2.02,9.266666666666667,149.04547119140625,68.42269891136169,,,3.3254969120025635,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005007,1,3,2,71968.03865340562,2321.026259540622,69647.01239386499,0.0,1270.799598322778,1115.5182619029038,17181.50682948358,2071.923262691682,16.820000000000004,2.02,9.266666666666667,149.04547119140625,71.31009192390442,,,3.5395240783691406,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005009,2,4,5,73043.423944602,4188.8965114864395,68854.52743311555,0.0,1569.6588627127715,1414.9888717755152,17488.03272048272,1760.3646293251174,16.820000000000004,2.02,9.266666666666667,140.53733825683594,85.55338725326538,,,5.2631707191467285,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005010,1,2,1,73776.40235760505,2883.124230985314,70893.27812661974,0.0,1730.660286530353,1393.2793141239429,17681.23563643808,1563.219927187337,16.820000000000004,2.02,9.266666666666667,140.53733825683594,94.17730042060852,,,6.209619045257568,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005011,1,3,2,73040.75395044118,3410.8062587565114,69629.94769168468,0.0,1766.8176636179578,1316.6311404856986,17769.9833041499,1471.9161984230639,16.820000000000004,2.02,9.266666666666667,140.53733825683594,101.98806853767395,,,7.303180694580078,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005015,1,3,,73891.00598671276,,,0.0,993.4218610250463,685.5751921058019,16840.211087078987,2466.1022834413448,16.820000000000004,2.02,9.266666666666667,145.2181396484375,58.279546214675904,,,3.1413156986236572,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,parcel_centroid
Maui,211005016,1,3,1,105940.25023850001,1456.4447673859625,104483.80547111404,0.0,1184.372521113029,618.7920973795144,16915.237173602494,2498.8684290116366,16.820000000000004,2.02,9.266666666666667,149.04547119140625,58.26829485984802,,,3.641383647918701,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005043,1,3,1,60993.893425717826,1447.3189941419346,59546.57443157589,0.0,1881.3522103898833,665.8428401029071,17399.299746137793,2389.4080980473673,20.076666666666668,6.546666666666667,13.333333333333334,152.93687438964844,62.716847772140504,,,3.2685470581054688,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005047,1,2,,243190.04369429842,,,0.0,2155.9576968071165,1499.6938804330423,17988.223664480553,1505.8736954388883,16.820000000000004,2.02,9.266666666666667,144.3932647705078,105.8718197076416,,,8.029447555541992,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,parcel_centroid
Maui,211005050,1,2,7,75943.10292495377,6595.732346836756,69347.37057811701,0.0,1356.4326078480808,1085.011055536198,17235.836507219163,2062.9349155365935,16.820000000000004,2.02,9.266666666666667,149.04547119140625,73.34261350463868,,,4.198415756225586,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005056,1,3,2,18825.84084618369,3634.0289874301375,15191.811858753554,0.0,953.6910193139391,520.3023695614608,16723.75074897969,2629.553608772761,16.820000000000004,2.02,9.266666666666667,149.04547119140625,53.73372352516174,,,2.9680020809173584,"Between 10,000 and 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211005058,1,3,1,9708.78526573076,2920.734120395309,6788.05114533545,0.0,1084.500823914536,786.1739807255179,16940.500678459273,2364.011157021912,16.820000000000004,2.02,9.266666666666667,149.04547119140625,62.20420400672913,,,3.657933235168457,"Less than 10,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211006002,1,2,1,58728.07057365445,2210.7346619531027,56517.335911701346,0.0,124.89903743189518,112.2276598457915,15852.061431124546,3416.581308485711,,,,149.5700225830078,18.934288968715666,,,11.755929946899414,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,211006003,1,2,2,29927.873330882932,2829.1482682306523,27098.72506265228,0.0,248.80935698785996,166.91139056225046,16048.827576794063,3220.436914687608,28.14,9.34,18.74,153.55636596679688,40.62427127605438,,,3.14936900138855,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211006005,1,3,3,32755.17325535848,4786.968153420437,27968.205101938045,0.0,340.58689709143704,308.0927823183178,16201.427672950245,3058.655244057369,16.820000000000004,2.02,9.266666666666667,145.2181396484375,43.464731495933535,,,2.5540482997894287,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211006008,1,3,2,59326.788780748,2712.4927391862107,56614.29604156179,0.0,787.594259218924,356.25246812630695,16545.340504831835,2791.258199829102,16.820000000000004,2.02,9.266666666666667,145.2181396484375,48.06726464324951,,,3.4040541648864746,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211006009,2,5,2,89202.72871864885,4232.326336959124,84970.40238168972,0.0,877.1764350275707,365.861621551442,16582.140618341316,2790.5106678375955,16.820000000000004,2.02,9.266666666666667,153.55636596679688,48.08411351581574,,,3.3346292972564697,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211006011,1,3,2,80411.51554731904,2845.8872047584055,77565.62834256064,0.0,1173.501481698282,409.01838400568136,16793.305967943834,2682.0316510917046,16.820000000000004,2.02,9.266666666666667,157.46932983398438,51.689725312194824,,,3.0623886585235596,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,211007005,2,5,,73743.03304450691,,,0.0,2018.5553341072546,193.69563404581086,21788.4790797691,2572.4017663774503,42.0,14.0,28.0,131.28421020507812,201.83911806732178,,,14.936542510986328,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,parcel_centroid
Maui,211007020,2,4,3,2625667.2251034915,5570.123472387434,2620097.101631104,0.0,1945.2660340590714,502.59916495477927,21249.12238203542,2032.5952893369756,42.0,14.0,28.0,127.74983215332031,253.08109202209474,,,8.970067024230957,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,211008021,1,5,1,41233.03705182686,2150.5044980151238,39082.53255381174,95.30572684227627,2743.313502924455,143.7593881364428,19792.597199243137,568.8085942588489,42.0,14.0,28.0,131.86587524414062,230.84831475891113,,,4.823160648345947,"Greater than 21,000 sqft",,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,building_fp_largest_centroid
Maui,212002002,1,1,3,341392.0071571156,3282.867808597853,338109.13934851775,0.0,4803.032931292203,1246.7752908607797,1049.410495584643,6122.407044749017,42.0,4.23,23.0,175.53164672851562,640.8914385650635,,,14.467635154724121,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212002007,2,2,2,720093.7628872773,1716.3732832152757,718377.389604062,0.0,3003.5712044287766,731.1829621074763,2257.393882408021,7435.76768890988,207.835,40.9275,123.5,160.499267578125,445.81216952148435,,,22.199357986450195,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212002011,1,1,2,1688360.95683348,1937.0058809354805,1686423.9509525443,0.0,2815.6255037915003,1567.6618289269277,3026.2599212132254,8266.518624737828,207.835,40.9275,123.5,146.04913330078125,359.22474646484375,,,15.27261734008789,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212002015,1,0,3,47993.47571378372,2549.7249605601282,45443.75075322359,0.0,758.963439668892,640.1621515553859,4706.869248327343,9713.80860940665,207.835,40.9275,123.5,133.41217041015625,121.90107049819946,,,8.539410591125488,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212002016,2,5,4,402285.415237017,10322.805107107579,391962.6101299094,0.0,1126.5012033964617,687.2200966020071,4337.02896240884,9357.079218751822,207.835,40.9275,123.5,133.41217041015625,152.06458861190796,,,9.499664306640625,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212002017,1,3,2,79384.94691664043,3067.9435633305666,76317.00335330986,0.0,1798.1038598789562,1503.527021045089,3957.461515525459,9154.127399895393,207.835,40.9275,123.5,137.14524841308594,215.79335119781493,,,12.345120429992676,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212002018,2,4,5,114904.20106785557,2927.2320053098365,111976.96906254573,0.0,1905.5385906946753,1675.3166960192395,3978.7228778919816,9194.37633869316,207.835,40.9275,123.5,132.97238159179688,214.89291741088866,,,17.019596099853516,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212002019,1,2,2,90790.12135617579,1641.2290178377643,89148.89233833803,0.0,680.7125745157009,340.38864228985676,4874.668849346574,9797.397239839605,207.835,40.9275,123.5,125.91572570800781,105.5592973701477,,,13.848113059997559,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212002021,1,0,1,313993.2062044333,797.8443258695926,313195.3618785637,0.0,177.47152384138317,531.359212088917,5439.128516537701,10368.660968878768,207.835,40.9275,123.5,125.91572570800781,51.345370025863645,,,5.9519853591918945,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope less than 8%,0,1,0,building_fp_largest_centroid
Maui,212002022,1,2,1,10234.128663223843,2434.0219380732956,7800.1067251505465,0.0,664.566571767805,747.155341734124,4797.86128678841,9824.188965682628,207.835,40.9275,123.5,129.29840087890625,106.8804116796875,,,11.574941635131836,"Between 10,000 and 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212002023,1,0,,82480.89847347292,,,0.0,946.5024107761873,945.2189483589027,4548.620090499704,9623.902350081244,207.835,40.9275,123.5,129.29840087890625,125.00008660171508,,,10.844698905944824,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,parcel_centroid
Maui,212002033,1,4,2,345476.84312668035,2433.5683875032846,343043.2747391771,0.0,4054.596373119123,665.2262723570731,2103.2871838029832,7229.7672456029095,207.835,40.9275,123.5,160.50160217285156,504.31290685913086,,,9.36362361907959,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212002036,1,0,4,389007.42565455846,4706.34140288984,384301.08425166865,0.0,4999.545249939981,1076.7930333854843,1043.3906307797736,6003.567273047261,42.0,4.23,23.0,175.53164672851562,653.5202896307374,,,19.50152587890625,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212002037,1,2,1,38776.76190236813,1863.7370331708196,36913.02486919731,0.0,634.3812517562736,637.2706879296666,4835.5168042504565,9834.30877861317,207.835,40.9275,123.5,125.91572570800781,108.69199244567871,,,11.316634178161621,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212002038,1,1,1,37959.34532349295,842.8483357237661,37116.496987769184,0.0,483.84897527926404,564.7736686254844,5006.168204317266,9980.234215627523,207.835,40.9275,123.5,125.91572570800781,90.50632375946044,,,8.650649070739746,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212002041,1,0,5,133070.44260888945,6141.030532211081,126929.41207667837,0.0,3532.2325656566127,1332.354206641997,2196.2676022596656,7441.482839625783,207.835,40.9275,123.5,155.62535095214844,439.88066551513674,,,9.447550773620605,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212002043,1,1,1,138971.53423716882,539.7947249276,138431.7395122412,0.0,3066.9727891153184,1426.999108385063,2724.0725437679835,7965.849757886356,207.835,40.9275,123.5,146.04913330078125,401.3800311434936,,,11.41059398651123,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212002045,3,4,5,406506.8781514601,6193.8033866342985,400313.0747648258,0.0,2662.5842329204224,590.389433205252,3419.3774000581316,8610.81455150438,207.835,40.9275,123.5,137.0956573486328,403.0845050189209,,,14.768463134765625,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212003003,2,5,3,124518.35934109798,4834.651166942078,119683.70817415591,144.90158133531867,6049.882494840418,510.10072321917954,7941.062066613395,9404.3100313312,250.41,15.663333333333336,133.1,195.1537322998047,873.7883759814453,,,24.468717575073242,"Greater than 21,000 sqft",,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,building_fp_largest_centroid
Maui,212003005,6,18,16,8037274.508454199,22701.646169785534,8014572.862284414,0.0,3515.062312040152,50.24947698599382,7569.558280067929,13219.421823891036,250.41,15.663333333333336,133.1,170.12286376953125,610.1621988262939,,,33.507171630859375,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212003006,1,0,,12032264.9807842,,,0.0,2318.54663585356,172.16998758508748,10057.699107508852,13176.715536408554,250.41,15.663333333333336,133.1,145.4138946533203,423.86599517883303,,,9.66899585723877,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,parcel_centroid
Maui,212003007,1,3,3,385827.28484317125,2443.7784397565515,383383.5064034147,0.0,5436.144277202085,635.2584517765667,7890.869426884287,9705.278604265068,250.41,15.663333333333336,133.1,186.3114013671875,805.1448989556885,,,11.718002319335938,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212003017,1,1,1,514787.40066543425,1478.965137555638,513308.43552787864,0.0,7064.06592595784,89.426083832305,2218.641655401369,3777.008107435342,250.41,15.663333333333336,133.1,208.82464599609375,909.5642300805664,,,17.306468963623047,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,building_fp_largest_centroid
Maui,212003018,1,0,,343371.7012098842,,,0.0,5099.705322797249,50.338238397587055,419.113677951553,4833.484059797952,42.0,4.23,23.0,194.72682189941406,738.8944687084961,,,24.556528091430664,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,1,1,0,parcel_centroid
Maui,212003022,4,7,7,3288187.903729158,16580.512032986488,3271607.3916961714,0.0,254.828146164649,915.6864674334741,5235.179741438019,10272.55098480102,207.835,40.9275,123.5,122.08216857910156,67.9650791520691,,,10.20019817352295,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212003026,1,2,3,142663.89947871296,2896.9236331832544,139766.9758455297,39.26926493138715,6338.56101984578,240.08604494180602,6254.423809360967,8101.193030047837,250.41,15.663333333333336,133.1,197.20545959472656,841.6615152233886,,,16.12734031677246,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,0,0,building_fp_largest_centroid
Maui,212003031,1,3,2,140527.07497643022,2449.4849505730926,138077.59002585712,151.77963304106194,6193.080399825249,86.64294129935622,8522.691543780746,9807.59192139898,250.41,15.663333333333336,133.1,203.5887451171875,890.824554194336,,,13.040292739868164,"Greater than 21,000 sqft",,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,building_fp_largest_centroid
Maui,212003032,1,1,7,275833.13809569215,3577.775665354062,272255.3624303381,134.68081416953976,4582.398479901655,206.3811154507336,10134.150441126423,12115.44062536638,250.41,15.663333333333336,133.1,178.52317810058594,737.62855987854,,,15.918123245239258,"Greater than 21,000 sqft",,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,building_fp_largest_centroid
Maui,212003033,1,2,2,218571.52500039327,2947.368555476781,215624.1564449165,29.52867936484442,5308.150639061862,691.4669898952898,9453.71743658375,11088.419177843227,250.41,15.663333333333336,133.1,184.1573944091797,803.6974665991211,,,9.99105167388916,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,0,0,building_fp_largest_centroid
Maui,212003041,1,1,1,2245731.187595575,1336.2792005275771,2244394.9083950478,0.0,5765.009707114684,189.76380929473441,4191.170227792211,6924.490612478214,250.41,15.663333333333336,133.1,189.50143432617188,848.3614654882813,,,9.08573055267334,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
Maui,212003042,1,2,1,11826.023334771942,964.5068690490411,10861.516465722902,71.84160872115919,5325.620276696278,707.9371802712704,9543.539533647283,11153.869942154744,250.41,15.663333333333336,133.1,184.1573944091797,806.5310558581543,,,7.683039665222168,"Between 10,000 and 21,000 sqft",,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,building_fp_largest_centroid
Maui,212003044,1,5,,11087.903612562392,,,0.0,5698.935646874753,41.94622025088379,8588.922113436734,10124.522018518363,250.41,15.663333333333336,133.1,189.69862365722656,832.9438803979492,,,13.065374374389648,"Between 10,000 and 21,000 sqft",,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,parcel_centroid
Maui,212003049,2,10,5,3023424.630177362,12226.409511309968,3011198.220666052,0.0,427.3202506783094,283.49649215381953,8265.252086271983,12595.442939261138,250.41,15.663333333333336,133.1,116.69551086425781,212.06020423065186,,,10.737720489501953,"Greater than 21,000 sqft",,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,building_fp_largest_centroid
