tmk,class_depth_to_wt,flag_depth_to_wt,class_lot_size,flag_lot_size,class_slope,flag_slope,flag_count,recommendation
232016007,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232016010,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232016012,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232016014,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232016015,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
232016021,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
232016023,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
232016024,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232016025,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232017003,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
232017010,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232017012,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232017019,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
232017020,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
232017025,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232017026,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
232018003,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
232018005,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
232018006,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
232018007,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
232018009,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
232018034,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
232018040,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
232018043,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
232018044,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
232024005,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
233001004,Between 3 and 6 ft,0,,,Between 8 and 12%,0,0,Standard Septic Tank
233001005,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233001007,Between 3 and 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001017,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001022,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001023,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001024,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001025,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
233001026,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233001028,Less than 3 ft,1,"Less than 10,000 sqft",1,Less than 8%,0,2,ATU NSF 40
233001029,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001030,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001037,Less than 3 ft,1,"Less than 10,000 sqft",1,Less than 8%,0,2,ATU NSF 40
233001041,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233001045,Less than 3 ft,1,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,1,ATU NSF 40
233001046,Less than 3 ft,1,,,Less than 8%,0,1,ATU NSF 40
233001050,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233001051,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
233001052,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
233001053,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233001054,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233001056,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001057,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
233001058,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
233001060,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233001074,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
233001076,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
233001077,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
233001079,Greater than 6 ft,0,,,Between 8 and 12%,0,0,Standard Septic Tank
233001085,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
233001090,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
233001091,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
233001093,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
233001098,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
233001099,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
233001103,Between 3 and 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233002007,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233002012,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233002014,Greater than 6 ft,,,,Greater than 12%,1,1,ATU NSF 40
233003005,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233003011,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
233003014,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
233003015,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
233003016,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
233005092,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017010,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017015,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017018,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017030,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017033,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233017041,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017047,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017051,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017057,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233017059,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233017063,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233017064,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233017080,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233017086,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233017092,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017109,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233017118,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233017121,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017124,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017125,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017136,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
233017152,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
233017160,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017161,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017167,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
233017171,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
234004079,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234012015,Greater than 6 ft,0,,,Between 8 and 12%,0,0,Standard Septic Tank
234012062,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
234012089,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234014025,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
234015002,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234015024,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234015026,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
234016059,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
234024023,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
234030011,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
234031009,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
234031010,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
234031011,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
234031022,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234032003,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
234032006,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
234032009,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234032025,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
234032026,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
234032047,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
234032050,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234032051,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234032052,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234032053,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234035030,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
234035077,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234038001,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
234038002,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234038048,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
234040007,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
234040008,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235001002,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235001006,Greater than 6 ft,0,,,Greater than 12%,1,1,ATU NSF 40
235001007,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
235001008,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
235001020,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
235001046,Greater than 6 ft,0,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235001053,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235001054,Greater than 6 ft,0,,,Between 8 and 12%,0,0,Standard Septic Tank
235001056,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235003002,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235003006,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235003009,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235003011,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235003012,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235003015,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235003016,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235003017,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235004018,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235004022,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235004028,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
235004033,Greater than 6 ft,,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
235004051,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
235004053,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235004056,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
235004057,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235004058,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235004063,Greater than 6 ft,,"Greater than 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235004088,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235004089,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235004090,Greater than 6 ft,,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235004091,Greater than 6 ft,0,"Between 10,000 and 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
235004100,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235005002,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005003,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005006,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005007,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235005008,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235005009,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005010,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005013,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005014,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005015,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235005016,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005017,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005020,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005021,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005023,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005024,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005025,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235005026,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005027,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235005028,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005029,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005032,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005033,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005034,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005036,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005037,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005042,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235005043,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235005044,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005045,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235005046,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006002,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006003,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235006006,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006010,Greater than 6 ft,,"Greater than 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006011,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235006013,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006014,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006015,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006016,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006017,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006018,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006019,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006020,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006021,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235006022,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006023,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006024,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006025,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235006026,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006028,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235006030,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235006033,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235006034,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235006038,Greater than 6 ft,,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
235006039,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235007004,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007005,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007006,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007010,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007012,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007013,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007014,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007015,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007016,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007017,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007018,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007019,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007021,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007022,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007027,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Between 8 and 12%,0,0,Standard Septic Tank
235007029,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235007030,Greater than 6 ft,,"Between 10,000 and 21,000 sqft",0,Greater than 12%,1,1,ATU NSF 40
235007031,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235007033,Greater than 6 ft,,"Less than 10,000 sqft",1,Greater than 12%,1,2,ATU NSF 40
235010001,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235010033,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235010034,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235010036,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235010037,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011001,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011002,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011004,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011005,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011006,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011007,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011008,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011011,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
235011012,Greater than 6 ft,0,"Less than 10,000 sqft",1,Between 8 and 12%,0,1,ATU NSF 40
235011014,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011015,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011016,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011018,Greater than 6 ft,0,"Greater than 21,000 sqft",0,Less than 8%,0,0,Standard Septic Tank
235011020,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011021,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011023,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011024,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011025,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
235011026,Greater than 6 ft,0,"Less than 10,000 sqft",1,Less than 8%,0,1,ATU NSF 40
